date,hours_since_deployment,block,treatment,exclosure_treatment,Initial_count,eggs_alive,1_instars,2_instars,3_instars,4_instars,5_instars,pupae,uknown_stage
7/18/2017,19,2,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,19,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,19,2,prairie,close,12,9,0,0,0,0,0,0,0
7/18/2017,19,2,prairie,open,12,10,0,0,0,0,0,0,0
7/18/2017,19,2,prairie,sham,12,10,0,0,0,0,0,0,0
7/18/2017,19,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,2,soy,open,12,10,0,0,0,0,0,0,0
7/18/2017,19,2,soy,sham,12,10,0,0,0,0,0,0,0
7/18/2017,19,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,19,3,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,19,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,3,corn,open,12,8,0,0,0,0,0,0,0
7/18/2017,19,3,corn,sham,12,10,0,0,0,0,0,0,0
7/18/2017,19,3,prairie,close,12,9,0,0,0,0,0,0,0
7/18/2017,19,3,prairie,open,12,9,0,0,0,0,0,0,0
7/18/2017,19,3,prairie,sham,12,10,0,0,0,0,0,0,0
7/18/2017,19,3,soy,close,12,10,0,0,0,0,0,0,1.5
7/18/2017,19,3,soy,open,12,11,0,0,0,0,0,0,0
7/18/2017,19,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,19,4,bare,close,12,9,0,0,0,0,0,0,0
7/18/2017,19,4,bare,open,12,7,0,0,0,0,0,0,0
7/18/2017,19,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,19,4,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,19,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,19,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,19,4,prairie,sham,12,8,0,0,0,0,0,0,0
7/18/2017,19,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,19,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,19,4,soy,sham,12,6,0,0,0,0,0,0,0
7/18/2017,21,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,21,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,21,1,corn,close,12,11,1,0,0,0,0,0,0
7/18/2017,21,1,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,21,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,21,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,1,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,21,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,21,1,soy,close,12,11,0,0,0,0,0,0,0
7/18/2017,21,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,21,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,21,2,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,21,2,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,21,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,2,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,21,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,21,2,prairie,close,12,9,0,0,0,0,0,0,0
7/18/2017,21,2,prairie,open,12,10,0,0,0,0,0,0,0
7/18/2017,21,2,prairie,sham,12,10,0,0,0,0,0,0,0
7/18/2017,21,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,2,soy,open,12,10,0,0,0,0,0,0,0
7/18/2017,21,2,soy,sham,12,10,0,0,0,0,0,0,0
7/18/2017,21,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,21,3,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,21,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,3,corn,open,12,8,0,0,0,0,0,0,0
7/18/2017,21,3,corn,sham,12,10,0,0,0,0,0,0,0
7/18/2017,21,3,prairie,close,12,8,0,0,0,0,0,0,0
7/18/2017,21,3,prairie,open,12,8,0,0,0,0,0,0,0
7/18/2017,21,3,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,21,3,soy,close,12,10,0,0,0,0,0,0,1.5
7/18/2017,21,3,soy,open,12,11,0,0,0,0,0,0,0
7/18/2017,21,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,21,4,bare,close,12,8,0,0,0,0,0,0,0
7/18/2017,21,4,bare,open,12,7,0,0,0,0,0,0,0
7/18/2017,21,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,21,4,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,21,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,21,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,21,4,prairie,sham,12,7,0,0,0,0,0,0,0
7/18/2017,21,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,21,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,21,4,soy,sham,12,6,0,0,0,0,0,0,0
7/18/2017,23,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,23,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,23,1,corn,close,12,11,1,0,0,0,0,0,0
7/18/2017,23,1,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,23,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,23,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,1,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,23,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,23,1,soy,close,12,11,0,0,0,0,0,0,0
7/18/2017,23,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,23,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,23,2,bare,close,12,11,0,0,0,0,0,0,0
7/18/2017,23,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,23,2,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,23,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,2,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,23,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,23,2,prairie,close,12,9,0,0,0,0,0,0,0
7/18/2017,23,2,prairie,open,12,10,0,0,0,0,0,0,0
7/18/2017,23,2,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,23,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,2,soy,open,12,10,0,0,0,0,0,0,0
7/18/2017,23,2,soy,sham,12,10,0,0,0,0,0,0,0
7/18/2017,23,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,23,3,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,23,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,3,corn,open,12,8,0,0,0,0,0,0,0
7/18/2017,23,3,corn,sham,12,10,0,0,0,0,0,0,0
7/18/2017,23,3,prairie,close,12,8,0,0,0,0,0,0,0
7/18/2017,23,3,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,23,3,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,23,3,soy,close,12,10,0,0,0,0,0,0,1.5
7/18/2017,23,3,soy,open,12,11,0,0,0,0,0,0,0
7/18/2017,23,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,23,4,bare,close,12,8,0,0,0,0,0,0,0
7/18/2017,23,4,bare,open,12,7,0,0,0,0,0,0,0
7/18/2017,23,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,23,4,corn,close,12,11,0,0,0,0,0,0,0
7/18/2017,23,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,23,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,23,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,23,4,prairie,sham,12,7,0,0,0,0,0,0,0
7/18/2017,23,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,23,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,23,4,soy,sham,12,6,0,0,0,0,0,0,0
7/18/2017,25,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,25,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,25,1,corn,close,12,11,1,0,0,0,0,0,0
7/18/2017,25,1,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,25,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,25,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,1,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,25,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,25,1,soy,close,12,11,0,0,0,0,0,0,0
7/18/2017,25,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,25,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,25,2,bare,close,12,11,0,0,0,0,0,0,0
7/18/2017,25,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,25,2,bare,sham,12,10,0,0,0,0,0,0,1
7/18/2017,25,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,2,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,25,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,25,2,prairie,close,12,9,0,0,0,0,0,0,0
7/18/2017,25,2,prairie,open,12,10,0,0,0,0,0,0,0
7/18/2017,25,2,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,25,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,2,soy,open,12,10,0,0,0,0,0,0,0
7/18/2017,25,2,soy,sham,12,10,0,0,0,0,0,0,0
7/18/2017,25,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,25,3,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,25,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,3,corn,open,12,8,0,0,0,0,0,0,0
7/18/2017,25,3,corn,sham,12,10,0,0,0,0,0,0,0
7/18/2017,25,3,prairie,close,12,8,0,0,0,0,0,0,0
7/18/2017,25,3,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,25,3,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,25,3,soy,close,12,10,0,0,0,0,0,0,1.5
7/18/2017,25,3,soy,open,12,11,0,0,0,0,0,0,0
7/18/2017,25,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,25,4,bare,close,12,7,0,0,0,0,0,0,0
7/18/2017,25,4,bare,open,12,6,0,0,0,0,0,0,0
7/18/2017,25,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,25,4,corn,close,12,11,0,0,0,0,0,0,0
7/18/2017,25,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,25,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,25,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,25,4,prairie,sham,12,7,0,0,0,0,0,0,0
7/18/2017,25,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,25,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,25,4,soy,sham,12,6,0,0,0,0,0,0,0
7/18/2017,27,1,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,1,bare,open,12,11,0,0,0,0,0,0,0
7/18/2017,27,1,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,27,1,corn,close,12,11,1,0,0,0,0,0,0
7/18/2017,27,1,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,27,1,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,27,1,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,1,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,27,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/18/2017,27,1,soy,close,12,11,0,0,0,0,0,0,0
7/18/2017,27,1,soy,open,12,12,0,0,0,0,0,0,0
7/18/2017,27,1,soy,sham,12,11,0,0,0,0,0,0,0
7/18/2017,27,2,bare,close,12,11,0,0,0,0,0,0,0
7/18/2017,27,2,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,27,2,bare,sham,12,10,0,0,0,0,0,0,1
7/18/2017,27,2,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,2,corn,open,12,11,0,0,0,0,0,0,0
7/18/2017,27,2,corn,sham,12,12,0,0,0,0,0,0,0
7/18/2017,27,2,prairie,close,12,9,0,0,0,0,0,0,0
7/18/2017,27,2,prairie,open,12,10,0,0,0,0,0,0,0
7/18/2017,27,2,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,27,2,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,2,soy,open,12,10,0,0,0,0,0,0,0
7/18/2017,27,2,soy,sham,12,10,0,0,0,0,0,0,0
7/18/2017,27,3,bare,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,3,bare,open,12,12,0,0,0,0,0,0,0
7/18/2017,27,3,bare,sham,12,11,0,0,0,0,0,0,0
7/18/2017,27,3,corn,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,3,corn,open,12,7,0,0,0,0,0,0,0
7/18/2017,27,3,corn,sham,12,10,0,0,0,0,0,0,0
7/18/2017,27,3,prairie,close,12,8,0,0,0,0,0,0,0
7/18/2017,27,3,prairie,open,12,7,0,0,0,0,0,0,0
7/18/2017,27,3,prairie,sham,12,9,0,0,0,0,0,0,0
7/18/2017,27,3,soy,close,12,10,0,0,0,0,0,0,1.5
7/18/2017,27,3,soy,open,12,11,0,0,0,0,0,0,0
7/18/2017,27,3,soy,sham,12,12,0,0,0,0,0,0,0
7/18/2017,27,4,bare,close,12,7,0,0,0,0,0,0,0
7/18/2017,27,4,bare,open,12,6,0,0,0,0,0,0,0
7/18/2017,27,4,bare,sham,12,12,0,0,0,0,0,0,0
7/18/2017,27,4,corn,close,12,11,0,0,0,0,0,0,0
7/18/2017,27,4,corn,open,12,9,0,0,0,0,0,0,0
7/18/2017,27,4,corn,sham,12,7,0,0,0,0,0,0,0
7/18/2017,27,4,prairie,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,4,prairie,open,12,12,0,0,0,0,0,0,0
7/18/2017,27,4,prairie,sham,12,7,0,0,0,0,0,0,0
7/18/2017,27,4,soy,close,12,12,0,0,0,0,0,0,0
7/18/2017,27,4,soy,open,13,13,0,0,0,0,0,0,0
7/18/2017,27,4,soy,sham,12,6,0,0,0,0,0,0,0
7/19/2017,48,1,bare,close,12,11,0,0,0,0,0,0,0
7/19/2017,48,1,bare,open,12,11,0,0,0,0,0,0,0
7/19/2017,48,1,bare,sham,12,12,0,0,0,0,0,0,0
7/19/2017,48,1,corn,close,12,9,0,0,0,0,0,0,0
7/19/2017,48,1,corn,open,12,8,0,0,0,0,0,0,0
7/19/2017,48,1,corn,sham,12,8,0,0,0,0,0,0,0
7/19/2017,48,1,prairie,close,12,12,0,0,0,0,0,0,0
7/19/2017,48,1,prairie,open,12,7,0,0,0,0,0,0,0
7/19/2017,48,1,prairie,sham,12,12,0,0,0,0,0,0,0
7/19/2017,48,1,soy,close,12,11,0,0,0,0,0,0,0
7/19/2017,48,1,soy,open,12,10,0,0,0,0,0,0,0
7/19/2017,48,1,soy,sham,12,7,0,0,0,0,0,0,0
7/19/2017,48,2,bare,close,12,11,0,0,0,0,0,0,0
7/19/2017,48,2,bare,open,12,12,0,0,0,0,0,0,0
7/19/2017,48,2,bare,sham,12,10,0,0,0,0,0,0,1
7/19/2017,48,2,corn,close,12,12,0,0,0,0,0,0,0
7/19/2017,48,2,corn,open,12,11,0,0,0,0,0,0,0
7/19/2017,48,2,corn,sham,12,12,0,0,0,0,0,0,0
7/19/2017,48,2,prairie,close,12,9,0,0,0,0,0,0,0
7/19/2017,48,2,prairie,open,12,10,0,0,0,0,0,0,0
7/19/2017,48,2,prairie,sham,12,8,0,0,0,0,0,0,0
7/19/2017,48,2,soy,close,12,12,0,0,0,0,0,0,0
7/19/2017,48,2,soy,open,12,10,0,0,0,0,0,0,0
7/19/2017,48,2,soy,sham,12,10,0,0,0,0,0,0,0
7/19/2017,48,3,bare,close,12,11,1,0,0,0,0,0,0
7/19/2017,48,3,bare,open,12,11,1,0,0,0,0,0,0
7/19/2017,48,3,bare,sham,12,11,0,0,0,0,0,0,0
7/19/2017,48,3,corn,close,12,12,0,0,0,0,0,0,0
7/19/2017,48,3,corn,open,12,6,0,0,0,0,0,0,0
7/19/2017,48,3,corn,sham,12,8,0,0,0,0,0,0,0
7/19/2017,48,3,prairie,close,12,8,0,0,0,0,0,0,0
7/19/2017,48,3,prairie,open,12,7,0,0,0,0,0,0,0
7/19/2017,48,3,prairie,sham,12,7,0,0,0,0,0,0,0
7/19/2017,48,3,soy,close,12,9,0,0,0,0,0,0,2.5
7/19/2017,48,3,soy,open,12,10,0,0,0,0,0,0,0
7/19/2017,48,3,soy,sham,12,12,0,0,0,0,0,0,0
7/19/2017,48,4,bare,close,12,7,0,0,0,0,0,0,0
7/19/2017,48,4,bare,open,12,3,0,0,0,0,0,0,0
7/19/2017,48,4,bare,sham,12,12,0,0,0,0,0,0,0
7/19/2017,48,4,corn,close,12,11,0,0,0,0,0,0,0
7/19/2017,48,4,corn,open,12,9,0,0,0,0,0,0,0
7/19/2017,48,4,corn,sham,12,7,0,0,0,0,0,0,0
7/19/2017,48,4,prairie,close,12,12,0,0,0,0,0,0,0
7/19/2017,48,4,prairie,open,12,10,2,0,0,0,0,0,0
7/19/2017,48,4,prairie,sham,12,6,0,0,0,0,0,0,0
7/19/2017,48,4,soy,close,12,12,0,0,0,0,0,0,0
7/19/2017,48,4,soy,open,13,8,0,0,0,0,0,0,0
7/19/2017,48,4,soy,sham,12,5,0,0,0,0,0,0,0
7/20/2017,71,1,bare,close,12,9,0,0,0,0,0,0,0
7/20/2017,71,1,bare,open,12,8,0,0,0,0,0,0,0
7/20/2017,71,1,bare,sham,12,12,0,0,0,0,0,0,0
7/20/2017,71,1,corn,close,12,6,2,0,0,0,0,0,0
7/20/2017,71,1,corn,open,12,8,0,0,0,0,0,0,0
7/20/2017,71,1,corn,sham,12,2,3,0,0,0,0,0,0
7/20/2017,71,1,prairie,close,12,12,0,0,0,0,0,0,0
7/20/2017,71,1,prairie,open,12,6,0,0,0,0,0,0,0
7/20/2017,71,1,prairie,sham,12,11,1,0,0,0,0,0,0
7/20/2017,71,1,soy,close,12,7,3,0,0,0,0,0,0
7/20/2017,71,1,soy,open,12,6,0,1,0,0,0,0,0
7/20/2017,71,1,soy,sham,12,2,0,0,0,0,0,0,4
7/20/2017,71,2,bare,close,12,10,1,0,0,0,0,0,0
7/20/2017,71,2,bare,open,12,12,0,0,0,0,0,0,0
7/20/2017,71,2,bare,sham,12,10,1,0,0,0,0,0,0
7/20/2017,71,2,corn,close,12,12,0,0,0,0,0,0,0
7/20/2017,71,2,corn,open,12,11,0,0,0,0,0,0,0
7/20/2017,71,2,corn,sham,12,12,0,0,0,0,0,0,0
7/20/2017,71,2,prairie,close,12,6,1,0,0,0,0,0,0
7/20/2017,71,2,prairie,open,12,9,1,0,0,0,0,0,0
7/20/2017,71,2,prairie,sham,12,5,2,0,0,0,0,0,0
7/20/2017,71,2,soy,close,12,11,0,0,0,0,0,0,0
7/20/2017,71,2,soy,open,12,10,0,0,0,0,0,0,0
7/20/2017,71,2,soy,sham,12,10,0,0,0,0,0,0,0
7/20/2017,71,3,bare,close,12,10,1,0,0,0,0,0,0
7/20/2017,71,3,bare,open,12,9,1,0,0,0,0,0,0
7/20/2017,71,3,bare,sham,12,7,1,0,0,0,0,0,0
7/20/2017,71,3,corn,close,12,11,0,0,0,0,0,0,0
7/20/2017,71,3,corn,open,12,4,0,0,0,0,0,0,0
7/20/2017,71,3,corn,sham,12,5,0,0,0,0,0,0,2
7/20/2017,71,3,prairie,close,12,6,1,0,0,0,0,0,0
7/20/2017,71,3,prairie,open,12,7,0,0,0,0,0,0,0
7/20/2017,71,3,prairie,sham,12,2,1,0,0,0,0,0,0
7/20/2017,71,3,soy,close,12,9,2,0,0,0,0,0,0
7/20/2017,71,3,soy,open,12,7,1,0,0,0,0,0,0
7/20/2017,71,3,soy,sham,12,10,2,0,0,0,0,0,0
7/20/2017,71,4,bare,close,12,7,0,0,0,0,0,0,0
7/20/2017,71,4,bare,open,12,0,0,0,0,0,0,0,0
7/20/2017,71,4,bare,sham,12,9,0,0,0,0,0,0,0
7/20/2017,71,4,corn,close,12,11,0,0,0,0,0,0,0
7/20/2017,71,4,corn,open,12,2,0,0,0,0,0,0,0
7/20/2017,71,4,corn,sham,12,6,0,0,0,0,0,0,0
7/20/2017,71,4,prairie,close,12,12,0,0,0,0,0,0,0
7/20/2017,71,4,prairie,open,12,9,0,0,0,0,0,0,0
7/20/2017,71,4,prairie,sham,12,5,0,0,0,0,0,0,0
7/20/2017,71,4,soy,close,12,11,0,0,0,0,0,0,0
7/20/2017,71,4,soy,open,13,0,0,0,0,0,0,0,0
7/20/2017,71,4,soy,sham,12,3,0,0,0,0,0,0,0
7/21/2017,97,1,bare,close,12,4,1,0,0,0,0,0,0
7/21/2017,97,1,bare,open,12,3,1,0,0,0,0,0,2.5
7/21/2017,97,1,bare,sham,12,3,2,0,0,0,0,0,0
7/21/2017,97,1,corn,close,12,0,2,0,0,0,0,0,3.5
7/21/2017,97,1,corn,open,12,1,3,0,0,0,0,0,0
7/21/2017,97,1,corn,sham,12,1,1,0,0,0,0,0,0
7/21/2017,97,1,prairie,close,12,1,7,0,0,0,0,0,0
7/21/2017,97,1,prairie,open,12,0,3,0,0,0,0,0,0
7/21/2017,97,1,prairie,sham,12,1,5,0,0,0,0,0,0
7/21/2017,97,1,soy,close,12,4,0,0,0,0,0,0,0
7/21/2017,97,1,soy,open,12,3,0,0,0,0,0,0,0
7/21/2017,97,1,soy,sham,12,0,0,0,0,0,0,0,6
7/21/2017,97,2,bare,close,12,2,2,0,0,0,0,0,4.5
7/21/2017,97,2,bare,open,12,11,1,0,0,0,0,0,0
7/21/2017,97,2,bare,sham,12,7,1,0,0,0,0,0,0
7/21/2017,97,2,corn,close,12,8,3,0,0,0,0,0,0
7/21/2017,97,2,corn,open,12,2,1,0,0,0,0,0,0
7/21/2017,97,2,corn,sham,12,5,7,0,0,0,0,0,0
7/21/2017,97,2,prairie,close,12,1,2,0,0,0,0,0,0
7/21/2017,97,2,prairie,open,12,5,1,0,0,0,0,0,0
7/21/2017,97,2,prairie,sham,12,0,2,0,0,0,0,0,3.5
7/21/2017,97,2,soy,close,12,5,1,0,0,0,0,0,0
7/21/2017,97,2,soy,open,12,5,1,0,0,0,0,0,0
7/21/2017,97,2,soy,sham,12,6,3,0,0,0,0,0,0
7/21/2017,97,3,bare,close,12,2,0,0,0,0,0,0,6
7/21/2017,97,3,bare,open,12,4,0,0,0,0,0,0,0
7/21/2017,97,3,bare,sham,12,5,0,0,0,0,0,0,0
7/21/2017,97,3,corn,close,12,5,0,0,0,0,0,0,0
7/21/2017,97,3,corn,open,12,0,2,0,0,0,0,0,0
7/21/2017,97,3,corn,sham,12,2,4,0,0,0,0,0,0
7/21/2017,97,3,prairie,close,12,3,0,0,0,0,0,0,4
7/21/2017,97,3,prairie,open,12,3,0,0,0,0,0,0,0
7/21/2017,97,3,prairie,sham,12,2,0,0,0,0,0,0,0
7/21/2017,97,3,soy,close,12,5,0,0,0,0,0,0,4
7/21/2017,97,3,soy,open,12,3,0,0,0,0,0,0,0
7/21/2017,97,3,soy,sham,12,3,0,1,0,0,0,0,0
7/21/2017,97,4,bare,close,12,3,1,0,0,0,0,0,0
7/21/2017,97,4,bare,open,12,0,0,0,0,0,0,0,0
7/21/2017,97,4,bare,sham,12,4,0,0,0,0,0,0,0
7/21/2017,97,4,corn,close,12,10,0,0,0,0,0,0,0
7/21/2017,97,4,corn,open,12,1,0,0,0,0,0,0,0
7/21/2017,97,4,corn,sham,12,5,0,0,0,0,0,0,0
7/21/2017,97,4,prairie,close,12,8,0,0,0,0,0,0,0
7/21/2017,97,4,prairie,open,12,9,0,0,0,0,0,0,0
7/21/2017,97,4,prairie,sham,12,2,0,0,0,0,0,0,0
7/21/2017,97,4,soy,close,12,8,1,0,0,0,0,0,0
7/21/2017,97,4,soy,open,13,0,0,0,0,0,0,0,0
7/21/2017,97,4,soy,sham,12,0,0,0,0,0,0,0,0
7/22/2017,120,1,bare,close,12,2,0,0,0,0,0,0,2
7/22/2017,120,1,bare,open,12,2,0,3,0,0,0,0,0
7/22/2017,120,1,bare,sham,12,0,0,0,0,0,0,0,0
7/22/2017,120,1,corn,close,12,0,0,1,2,0,0,0,0
7/22/2017,120,1,corn,open,12,0,0,2,1,0,0,0,0
7/22/2017,120,1,corn,sham,12,0,0,1,0,0,0,0,1
7/22/2017,120,1,prairie,close,12,0,0,2,0,0,0,0,6
7/22/2017,120,1,prairie,open,12,1,0,1,0,0,0,0,0
7/22/2017,120,1,prairie,sham,12,0,0,4,0,0,0,0,0
7/22/2017,120,1,soy,close,12,2,0,1,0,0,0,0,0
7/22/2017,120,1,soy,open,12,1,0,0,0,0,0,0,0
7/22/2017,120,1,soy,sham,12,0,0,0,0,0,0,0,6
7/22/2017,120,2,bare,close,12,0,0,4,0,0,0,0,4.5
7/22/2017,120,2,bare,open,12,5,0,0,0,0,0,0,0
7/22/2017,120,2,bare,sham,12,0,0,0,0,0,0,0,0
7/22/2017,120,2,corn,close,12,0,1,3,0,0,0,0,0
7/22/2017,120,2,corn,open,12,0,0,0,0,0,0,0,0
7/22/2017,120,2,corn,sham,12,0,0,5,0,0,0,0,4
7/22/2017,120,2,prairie,close,12,0,0,1,0,0,0,0,0
7/22/2017,120,2,prairie,open,12,0,0,2,0,0,0,0,0
7/22/2017,120,2,prairie,sham,12,0,0,2,0,0,0,0,3.5
7/22/2017,120,2,soy,close,12,0,0,4,0,0,0,0,1.5
7/22/2017,120,2,soy,open,12,2,0,1,0,0,0,0,0
7/22/2017,120,2,soy,sham,12,2,0,1,0,0,0,0,0
7/22/2017,120,3,bare,close,12,0,0,2,0,0,0,0,6
7/22/2017,120,3,bare,open,12,0,0,0,0,0,0,0,0
7/22/2017,120,3,bare,sham,12,0,0,4,0,0,0,0,0
7/22/2017,120,3,corn,close,12,1,1,3,0,0,0,0,0
7/22/2017,120,3,corn,open,12,0,0,0,0,0,0,0,0
7/22/2017,120,3,corn,sham,12,0,0,1,1,0,0,0,0
7/22/2017,120,3,prairie,close,12,0,0,4,1,0,0,0,2
7/22/2017,120,3,prairie,open,12,0,0,0,0,0,0,0,0
7/22/2017,120,3,prairie,sham,12,0,0,0,0,0,0,0,0
